Index,Compound name,A site,A'site,B site,B'site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Fermi_energy,_cellength_a,_cellength_b,_cellength_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_groupS,Space_group_NoS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,Energy,Energy_C,Energy_R,Energy_diff,Energy_diff(meV),Energy_5-atom_unitcell,target_label
Comp_36,KGdVOsO6,K,Gd,V,Os,1,3,8,8,2,6,6,6,1.51,1.053,0.64,0.545,1.2815,0.5925,0.958060505,4.84626526,5.509868,5.423328,7.724282,89.928085,90.000664,89.994965,230.815429,P21,4,P4/nmm,129,1.947,1.2175,1.544,0.103333333,1.963,5.592,0.062,0.214,6.493,1.162,0.508,0.969,3.547,0.588,0.862,5.962,1.553333333,3.4645,-0.019478592,-0.019540071,0.002102302,0.002102302,0.051060336,0.051040392,-0.009032947,0.00850466,0.019509332,0.002102302,0.051050364,0.008768803,0.019622275,0.051797988,6.064546446,16.07239732,-146.855093,-146.532959,-145.751155,-0.3221,-322.134,-80.5335,1
Comp_37,KGdVWO6,K,Gd,V,W,1,3,8,8,2,6,6,6,1.51,1.053,0.64,0.6,1.2815,0.62,0.944686564,5.265,5.588921,5.457307,7.923698,89.478172,89.998383,90.008842,241.666385,P21,4,P4/nmm,129,5.587,2.4405,0.2915,0.00216825,1.962,5.588,0.058,0.214,6.497,1.1605,0.37,0.6345,3.474,0.702,1.076,4.185,1.556333333,3.48,-0.021445657,-0.021393174,0.003953116,0.003953116,0.059108863,0.059182944,-0.008476677,0.008006286,0.021419416,0.003953116,0.059145904,0.008241482,0.02178115,0.059717334,6.587135391,18.72549518,-160.33126,-159.648611,-159.50931,-0.6826,-682.649,-170.66225,1
Comp_38,KYCoOsO6,K,Y,Co,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.545,1.2645,0.645,0.926822006,3.76292221,5.574279,5.40322,7.858488,89.836838,90.004875,89.999451,236.689281,P21,4,P4/nmm,129,2.152,2.684,1.287,0.053833333,1.963,5.589,0.059,2.116,6.149,0.772,0.3065,0.397,7.125,0.668,1.043,5.852,1.559,3.443166667,-0.027743134,-0.027719251,0.006024054,0.006024054,0.065791828,0.065741603,-0.013909168,0.013429238,0.027731193,0.006024054,0.065766716,0.013669203,0.028377954,0.067172226,6.709896518,22.79934427,-137.595491,-137.145081,-136.884969,-0.4504,-450.41,-112.6025,1
Comp_39,KYCoReO6,K,Y,Co,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.55,1.2645,0.6475,0.925662028,4.41273415,5.56199,5.407522,7.949092,89.566063,89.996422,90.000381,239.074702,P21,4,P4/nmm,129,3.956,2.695,0.7435,0.0175,1.962,5.588,0.057,2.114,6.148,0.7695,0.304,0.392,7.138,0.63,0.965,4.565,1.55875,3.457083333,-0.024520449,-0.024947339,0.004783883,0.004783883,0.0651236,0.064943184,-0.011917818,0.011306919,0.024733894,0.004783883,0.065033392,0.011612369,0.025192281,0.06606201,6.511646665,22.27040177,-144.417376,-143.837092,-143.631378,-0.5803,-580.284,-145.071,1
Comp_40,KYCoWO6,K,Y,Co,W,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.6,1.2645,0.6725,0.914219976,3.53513528,5.563018,5.417517,7.962113,89.508354,90.003967,90.001587,239.951285,P21,4,P4/nmm,129,5.954,2.737,0.037,0.027333333,1.963,5.59,0.057,2.113,6.146,0.765,0.302,0.388,7.114,0.723,1.115,4.173,1.5585,3.472,-0.023198725,-0.023142467,0.002943995,0.002943995,0.065137655,0.065005952,-0.010157615,0.009720076,0.023170596,0.002943995,0.065071803,0.009938845,0.023356875,0.06582644,6.609421161,21.13224911,-153.871131,-152.951869,-153.087427,-0.7837,-783.704,-195.926,1
Comp_41,KYCrOsO6,K,Y,Cr,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.8,0.545,1.2645,0.6725,0.914219976,4.56122423,5.508401,5.406478,7.757198,89.840271,89.992973,90.000114,231.016602,P21,4,P4/nmm,129,0.106,2.715,1.917,0.1215,1.964,5.593,0.063,2.113,6.144,0.768,0.4015,0.691,4.212,0.612,0.914,5.879,1.551833333,3.466833333,-0.021514902,-0.021488535,0.005922834,0.005922834,0.056552785,0.056543264,-0.006445529,0.006001609,0.021501718,0.005922834,0.056548025,0.006223569,0.022302553,0.056889471,6.383426274,19.86287612,-148.175205,-147.962573,-147.508895,-0.2126,-212.632,-53.158,1
Comp_42,KYCrWO6,K,Y,Cr,W,1,3,8,8,2,6,6,6,1.51,1.019,0.8,0.6,1.2645,0.7,0.901956049,4.92198397,5.682667,5.502953,7.867949,89.351105,90.220802,92.935974,245.702127,P21,4,P4/nmm,129,7.666,3.5835,0.193,0.01,1.963,5.588,0.0575,2.1135,6.1485,0.768,0.3085,0.4575,4.272,0.7105,1.0865,4.1715,1.559916667,3.473916667,-0.027350978,-0.02227081,-0.003889828,-0.003889828,0.067562141,0.069449625,-0.0049245,0.013075168,0.024810894,0.003889828,0.068505883,0.008999834,0.025113965,0.069094522,6.601351245,23.05152449,-162.073454,-161.165165,-161.22207,-0.8514,-851.384,-212.846,1
Comp_43,KYFeOsO6,K,Y,Fe,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.78,0.545,1.2645,0.6625,0.918762684,4.46869703,5.517242,5.408933,7.821842,89.912163,90.001083,89.994133,233.422219,P21,4,P4/nmm,129,4.127,4.117,1.86,0.034083333,1.964,5.592,0.062,2.114,6.147,0.769,0.367,0.5375,5.868,0.626,0.941,5.8575,1.5555,3.458416667,-0.020712082,-0.020667292,0.004203104,0.004203104,0.060082264,0.060050989,-0.008219197,0.007697437,0.020689687,0.004203104,0.060066627,0.007958317,0.0211123,0.060591538,6.505278643,21.33547563,-142.491697,-142.022992,-141.776562,-0.4687,-468.705,-117.17625,1
Comp_44,KYFeWO6,K,Y,Fe,W,1,3,8,8,2,6,6,6,1.51,1.019,0.78,0.6,1.2645,0.69,0.906377402,4.21305463,5.54544,5.444884,8.086031,89.291237,90.001122,90.017586,244.133151,P21,4,P4/nmm,129,7.897,3.705,0.045,0.024166667,1.962,5.588,0.056,2.113,6.148,0.768,0.286,0.3705,6.097,0.721,1.109,4.1675,1.559333333,3.47125,-0.018903611,-0.018681626,0.000163087,0.000163087,0.065290018,0.065565913,-0.009183712,0.00873737,0.018792618,0.000163087,0.065427966,0.008960541,0.018793326,0.066038701,6.233872781,22.79470353,-157.737139,-156.771863,-156.9475,-0.7896,-789.639,-197.40975,1
Comp_45,KYMnOsO6,K,Y,Mn,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.83,0.545,1.2645,0.6875,0.907489522,3.72571567,5.612394,5.43656,7.984418,89.456764,89.99057,89.998985,243.610517,P21,4,P4/nmm,129,5.856,4.416,1.1925,0.0515,1.963,5.5855,0.057,2.116,6.148,0.769,0.218,0.271,4.9375,0.664,1.03,5.856,1.5605,3.443,-0.026237917,-0.026321224,0.004608547,0.004608547,0.067833287,0.06777849,-0.012095447,0.011639625,0.026279571,0.004608547,0.067805888,0.011867536,0.026680602,0.068836596,6.507469825,24.22776372,-145.771819,-145.125541,-145.04235,-0.6463,-646.278,-161.5695,1
Comp_46,KYMnWO6,K,Y,Mn,W,1,3,8,8,2,6,6,6,1.51,1.019,0.83,0.6,1.2645,0.715,0.89540431,4.06537688,5.623921,5.458766,8.113106,89.443405,89.993317,90.007782,249.057877,P21,4,P4/nmm,129,9.607,4.533,0.093,0.018666667,1.962,5.585,0.055,2.114,6.15,0.77,0.205,0.245,4.947,0.72,1.1065,4.153,1.560666667,3.471,-0.021669579,-0.021581478,0.003601867,0.003601867,0.068766358,0.068807519,-0.009371825,0.008921626,0.021625529,0.003601867,0.068786938,0.009146725,0.021923434,0.069392402,6.597268366,24.93023858,-161.784554,-160.669761,-160.995291,-0.7893,-789.263,-197.31575,1
Comp_47,KYNiOsO6,K,Y,Ni,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.545,1.2645,0.6175,0.939776316,3.76898461,5.525246786,5.394414,7.826764,89.690758,89.998085,90.009598,233.276982,P21,4,P4/nmm,129,0.198,1.709,1.2855,0.054083333,1.9635,5.59,0.059,2.116,6.151,0.776,0.339,0.44,8.224,0.67,1.0455,5.853,1.5585,3.44325,-0.024679244,-0.024805881,0.002825102,0.002825102,0.062701247,0.062594534,-0.012491825,0.011933763,0.024742563,0.002825102,0.062647891,0.012212794,0.024903325,0.063827193,6.352121592,21.98119657,-134.294095,-133.824261,-133.569035,-0.4698,-469.834,-117.4585,1
Comp_48,KYNiReO6,K,Y,Ni,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.55,1.2645,0.62,0.938583706,4.4394361,5.533689,5.401135,7.862264,89.79467,89.993149,90.001236,234.987403,P21,4,P4/nmm,129,1.996,1.716,0.741,0.0155,1.963,5.59,0.059,2.115,6.151,0.774,0.336,0.4335,8.2305,0.63,0.965,4.566,1.558833333,3.457,-0.023115019,-0.023471311,0.001932235,0.001932235,0.062895696,0.062760457,-0.011625275,0.011158706,0.023293165,0.001932235,0.062828077,0.01139199,0.02337317,0.063852523,6.019301469,21.94145694,-141.138908,-140.552601,-140.310759,-0.5863,-586.307,-146.57675,1
Comp_49,KYNiWO6,K,Y,Ni,W,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.6,1.2645,0.645,0.926822006,3.28303481,5.517039,5.397778,7.922231,89.604393,90.008377,89.992035,235.916444,P21,4,P4/nmm,129,4.011,1.763,0.0355,0.030333333,1.963,5.591,0.058,2.112,6.144,0.765,0.337,0.438,8.2055,0.723,1.118,4.179,1.558166667,3.4725,-0.020706936,-0.020530126,0.003065795,0.003065795,0.061018359,0.061068273,-0.009151246,0.008651148,0.020618531,0.003065795,0.061043316,0.008901197,0.020845213,0.061688879,6.369995012,19.88225435,-150.656341,-149.760443,-149.79242,-0.8639,-863.921,-215.98025,1
Comp_50,KYVOsO6,K,Y,V,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.64,0.545,1.2645,0.5925,0.951871249,4.828089,5.515476,5.398902,7.722846,89.947113,90.001694,89.991676,229.967052,P21,4,P4/nmm,129,1.933,1.224,1.5495,0.1035,1.964,5.594,0.064,2.111,6.138,0.765,0.507,0.9625,3.542,0.587,0.858,5.958,1.553166667,3.463916667,-0.022495877,-0.022302072,0.001344128,0.001344128,0.05611543,0.056116568,-0.011060249,0.010613794,0.022398974,0.001344128,0.056115999,0.010837022,0.022439268,0.057152833,6.115017687,17.81689793,-149.957425,-149.383296,-149.081462,-0.5741,-574.129,-143.53225,1
Comp_51,KYVReO6,K,Y,V,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.64,0.55,1.2645,0.595,0.950647764,4.969,5.558746,5.421546,7.742746,89.685959,90.0084,89.966103,233.339569,P21,4,P4/nmm,129,0.126,1.4905,1.2965,0.01128925,1.964,5.5925,0.063,2.11,6.135,0.759,0.464,0.8625,3.495,0.564,0.8245,4.667,1.554833333,3.469583333,-0.025473881,-0.025309869,0.001358908,0.001358908,0.058426373,0.058581705,-0.011325622,0.010593974,0.025391875,0.001358908,0.058504039,0.010959798,0.025428212,0.059521758,6.12358603,17.98211935,-154.870277,-154.665305,-154.141136,-0.205,-204.972,-51.243,1
Comp_52,KYVWO6,K,Y,V,W,1,3,8,8,2,6,6,6,1.51,1.019,0.64,0.6,1.2645,0.62,0.938583706,5.25660844,5.590434,5.436364,7.921705,89.501198,90.007309,89.99649,240.744411,P21,4,P4/nmm,129,5.59,2.4475,0.2895,0.008833333,1.963,5.589,0.06,2.111,6.14,0.763,0.368,0.6285,3.47,0.703,1.074,4.183,1.556833333,3.479583333,-0.023400732,-0.023407919,0.00380797,0.00380797,0.062774095,0.062648261,-0.009403287,0.008945696,0.023404325,0.00380797,0.062711178,0.009174492,0.023712087,0.063378728,6.669140085,19.79879518,-163.450458,-162.732633,-162.635837,-0.7178,-717.825,-179.45625,1
Comp_53,LaDyMnNiO6,La,Dy,Mn,Ni,3,3,8,8,4,2,6,6,1.16,1.027,0.53,0.69,1.0935,0.61,0.881671622,5.90672975,5.312687,5.475003,7.596285,90,89.90303,90,220.952669,P21,4,P4/nmm,129,9.726,2.74,1.7255,0.059083333,2.031,5.69,0.65,0.301,6.7405,1.2765,0.365,0.592,4.888,0.371,0.502,8.2425,1.557166667,3.465666667,-0.009978106,0.009978085,-0.045544237,-0.045544237,0.015000403,-0.015000423,0.064763668,0.064763648,0.009978096,0.045544237,0.015000413,0.064763658,0.046624456,0.066478146,16.87145602,19.91559008,-148.95712,-148.98173,-148.97178,0.0246,24.61,6.1525,0
Comp_54,LaHoMnNiO6,La,Ho,Mn,Ni,3,3,8,8,4,2,6,6,1.16,1.015,0.53,0.69,1.0875,0.61,0.879506682,5.77579679,5.295591,5.479329,7.590484,90,89.859375,90,220.24697,P21,4,P4/nmm,129,9.73,2.739,1.726,0.059333333,2.0315,5.6905,0.653,0.334,6.84,1.266,0.365,0.592,4.888,0.371,0.501,8.242,1.557166667,3.466583333,-0.010244551,0.01024453,-0.04680086,-0.04680086,0.015938011,-0.015938031,0.067323864,0.067323844,0.01024454,0.04680086,0.015938021,0.067323854,0.047908988,0.069184694,17.42778063,20.61102944,-148.71233,-148.73697,-148.72502,0.0246,24.64,6.16,0
Comp_55,LaSnMnNiO6,La,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.16,0.81,0.53,0.69,0.985,0.61,0.842522299,7.26806404,5.319608,5.455153,7.624215,90,89.770271,90,221.247416,P21,4,P4/nmm,129,8.324,2.485,1.73,0.017083333,2.033,5.689,0.6705,1.368,1.1495,0.365,0.355,0.567,4.9265,0.362,0.478,8.224,1.566916667,3.428416667,-0.011870613,0.011870593,-0.044680458,-0.044680458,0.015991003,-0.015991023,0.060876469,0.060876449,0.011870603,0.044680458,0.015991013,0.060876459,0.04623045,0.062941685,19.71255473,19.87210394,-138.439344,-138.593517,-138.712355,0.273,273.011,68.25275,0
Comp_56,LuSnMnNiO6,Lu,Sn,Mn,Ni,3,2,8,8,4,3,6,6,0.977,0.81,0.53,0.69,0.67,0.61,0.728862974,6.01539941,5.144462,5.432067,7.434608,90,89.319283,90,207.745907,P21,4,P4/nmm,129,8.407,2.4255,1.736,0.027583333,0.3785,6.808,1.1985,1.3375,1.278,0.4325,0.354,0.566,4.939,0.366,0.485,8.233,1.562416667,3.45125,-0.024805646,0.024805626,-0.073511631,-0.073511631,0.017163426,-0.017163446,0.062839707,0.062839687,0.024805636,0.073511631,0.017163436,0.062839697,0.077584016,0.065141469,19.8699549,24.49238274,-139.074808,-139.656275,-139.144659,0.5815,581.467,145.36675,0
Comp_57,MgHfMnNiO6,Mg,Hf,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.83,0.53,0.69,0.86,0.61,0.797419392,5.07152952,5.071191,5.283676,7.25154,90,89.239235,90,194.284484,P21,4,P4/nmm,129,9.714,2.7285,1.7475,0.058,0.141,0.148,0,0.4875,0.8015,2.1735,0.369,0.588,4.886,0.375,0.5025,8.242,1.553333333,3.49325,0.023356384,-0.023356404,-0.03829746,-0.03829746,0.028130622,-0.028130642,0.081970906,0.081970886,0.023356394,0.03829746,0.028130632,0.081970896,0.044857737,0.086663488,22.53720109,26.23102169,-135.9452789,-136.3656428,-135.9633814,0.4204,420.364,105.09097,0
Comp_58,MgPbMnNiO6,Mg,Pb,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.94,0.53,0.69,0.915,0.61,0.817264671,4.81322573,5.181594,5.326352,7.384401,90,89.460655,90,203.793016,P21,4,P4/nmm,129,9.685,2.7115,1.745,0.058166667,0.1325,0.136,0,1.421,1.575,0.531,0.3685,0.58,4.875,0.369,0.486,8.219,1.565166667,3.42775,0.014004547,-0.014004567,-0.043127553,-0.043127553,0.020676223,-0.020676244,0.065280288,0.065280268,0.014004557,0.043127553,0.020676233,0.065280278,0.045344387,0.068476429,17.76951357,24.64003694,-114.9601228,-114.6497462,-112.9557474,-0.3104,-310.377,-77.59416,1
Comp_59,MgSnMnNiO6,Mg,Sn,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.81,0.53,0.69,0.85,0.61,0.79381116,5.5558842,5.074864,5.244988,7.377401,90,88.954155,90,196.336025,P21,4,P4/nmm,129,9.697,2.718,1.75,0.058083333,0.14,0.149,0,1.108,1.586,0.653,0.371,0.584,4.8845,0.372,0.4925,8.2305,1.559083333,3.4625,0.012902704,-0.012902725,-0.041973467,-0.041973467,0.026816804,-0.026816824,0.072506767,0.072506746,0.012902714,0.041973467,0.026816814,0.072506757,0.043911866,0.077306994,21.8404472,25.59045587,-114.9601228,-115.0192741,-115.0911651,0.131,131.042,32.7605625,0
Comp_60,MgZrMnNiO6,Mg,Zr,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.84,0.53,0.69,0.685,0.61,0.734275323,4.91974977,5.098169,5.310422,7.26122,90,89.195023,90,196.566736,P21,4,P4/nmm,129,9.722,2.7275,1.747,0.057583333,0.139,0.145,0,0.493,0.787,2.328,0.368,0.586,4.8845,0.374,0.498,8.237,1.555833333,3.480833333,0.022340425,-0.022340445,-0.039812528,-0.039812528,0.027971119,-0.027971139,0.080225144,0.080225123,0.022340435,0.039812528,0.027971129,0.080225134,0.045652299,0.084961498,21.46228491,25.79302808,-133.83208,-134.22937,-133.82239,0.3973,397.29,99.3225,0
Comp_61,NaLnCoOsO6,Na,Ln,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,3.9394,5.482842,5.231877,7.594056,90.186409,90.126915,89.914322,217.837784,P21,4,P4/nmm,129,2.09,2.655,1.3075,0.011523583,0.0575,0.052,0,0.3655,6.782,1.164,0.323,0.4285,7.1485,0.673,1.0495,5.8665,1.558583333,3.4565,-0.046401002,-0.044367572,0.006080364,0.006080364,0.076793731,0.075551351,-0.021342389,0.018531581,0.045384287,0.006080364,0.076172541,0.019936985,0.045789784,0.078738423,14.49670627,29.8722019,-135.993006,-135.724007,-135.564258,-0.269,-268.999,-67.24975,1
Comp_62,NaLuCoWO6,Na,Lu,Co,W,1,3,8,8,2,6,6,6,1.18,0.977,0.745,0.6,1.0785,0.6725,0.849180804,3.6926,5.478875,5.242167,7.702079,89.835205,90.080963,90.13385,221.211044,P21,4,P4/nmm,129,5.947,2.7285,0.0445,0.012445833,0.055,0.05,0,0.3575,6.7735,1.152,0.3125,0.4095,7.1305,0.728,1.1225,4.1835,1.557583333,3.486416667,-0.039729074,-0.035998378,-0.000469173,-0.000469173,0.074486035,0.074097339,-0.018275,0.018527749,0.037863726,0.000469173,0.074291687,0.018401374,0.037866633,0.076536693,13.26261009,29.52230313,-152.113228,-151.452087,-151.51921,-0.594,-594.018,-148.5045,1
Comp_63,NaLuCrWO6,Na,Lu,Cr,W,1,3,8,8,2,6,6,6,1.18,0.977,0.8,0.6,1.0785,0.7,0.837789354,5.0693,5.446246,5.1871,8.089021,90.58947,90.0056,90.007759,228.504543,P21,4,P4/nmm,129,7.69,3.606,0.17,0.0159445,0.0555,0.051,0,0.364,6.779,1.166,0.3125,0.464,4.29,0.719,1.0995,4.1755,1.557666667,3.486,-0.041052183,-0.041186061,0.015660044,0.015660044,0.070955627,0.071073557,-0.025931833,0.025464714,0.041119122,0.015660044,0.071014592,0.025698273,0.044000218,0.075521345,16.22062359,27.56510833,-160.121415,-159.741868,-159.644306,-0.3795,-379.547,-94.88675,1
Comp_64,NaLuVWO6,Na,Lu,V,W,1,3,8,8,2,6,6,6,1.18,0.977,0.64,0.6,1.0785,0.62,0.871811257,5.5071342,5.512171,5.24837,7.72148,89.848915,89.99369,90.002243,223.380975,P21,4,P4/nmm,129,5.658,2.442,0.3215,0.008083333,0.053,0.048,0,0.355,6.762,1.147,0.38,0.6545,3.498,0.708,1.0795,4.19,1.5535,3.494,-0.039611245,-0.039806635,0.006117872,0.006117872,0.073650989,0.073625869,-0.016317855,0.015853808,0.03970894,0.006117872,0.073638429,0.016085831,0.04017746,0.075374878,13.21704189,27.76800746,-161.601814,-161.041454,-161.036016,-0.5604,-560.36,-140.09,1
Comp_65,NaYCoOsO6,Na,Y,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,4.04941124,5.534597,5.292258,7.636555,90.345459,90.004761,89.995926,223.674557,P21,4,P4/nmm,129,2.127,2.67,1.3035,0.049666667,0.053,0.048,0,2.123,6.18,0.828,0.3195,0.423,7.14,0.672,1.047,5.859,1.557333333,3.450166667,-0.047013276,-0.047011438,0.010808964,0.010808964,0.06996731,0.070000858,-0.019716112,0.019141255,0.047012357,0.010808964,0.069984084,0.019428683,0.048238941,0.072630887,14.97752934,27.20441437,-139.072648,-138.813947,-138.680006,-0.2587,-258.701,-64.67525,1
Comp_66,NaYCoReO6,K,Y,Co,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.55,1.0995,0.6475,0.867243885,4.67916681,5.518027,5.312512,7.698971,89.959007,89.878677,89.855766,225.690857,P21,4,P4/nmm,129,3.947,2.691,0.7555,0.016333333,0.0515,0.0465,0,2.1215,6.1765,0.8215,0.3135,0.4125,7.1465,0.6325,0.967,4.571,1.55725,3.463583333,-0.039949444,-0.041077325,0.006928095,0.006928095,0.067551564,0.067265534,-0.018566871,0.015866222,0.040513384,0.006928095,0.067408549,0.017216547,0.041101494,0.069572422,14.00942003,26.81365663,-145.77039,-145.473722,-145.256076,-0.2967,-296.668,-74.167,1
Comp_67,NaYCoWO6,Na,Y,Co,W,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.6,1.0995,0.6725,0.856523936,3.76935074,5.513083,5.318647,7.74134,89.973427,89.993622,90.00412,226.992627,P21,4,P4/nmm,129,5.954,2.734,0.043,0.026666667,0.051,0.046,0,2.12,6.176,0.818,0.311,0.407,7.126,0.727,1.119,4.18,1.558,3.479,-0.038930159,-0.03899444,0.003213103,0.003213103,0.067764552,0.067636007,-0.016577002,0.016126023,0.0389623,0.003213103,0.067700279,0.016351513,0.039094563,0.069646965,13.8034137,26.05576435,-155.244718,-154.666114,-154.655505,-0.5786,-578.604,-144.651,1
Comp_68,NaYCrReO6,Na,Y,Cr,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.8,0.55,1.0995,0.675,0.855466499,5.1071,5.475451,5.295046,7.621663,89.928818,90.003891,90.000122,220.972929,P21,4,P4/nmm,129,1.816,2.702,1.556,0.038166667,0.052,0.047,0,2.121,6.176,0.824,0.407,0.703,4.249,0.574,0.838,4.66,1.5515,3.478333333,-0.03695199,-0.03683515,0.006813259,0.006813259,0.062312925,0.062387303,-0.014908591,0.014461515,0.03689357,0.006813259,0.062350114,0.014685053,0.03751741,0.064056128,12.72926989,24.83826791,-155.154132,-150.045767,-154.885633,-0.2685,-268.499,-67.12475,1
Comp_69,NaYCrWO6,Na,Y,Cr,W,1,3,8,8,2,6,6,6,1.18,1.019,0.8,0.6,1.0995,0.7,0.845033981,5.30226558,5.477715,5.271069,8.065459,90.377045,89.995949,89.990364,232.872278,P21,4,P4/nmm,129,7.689,3.583,0.197,0.009,0.052,0.048,0,2.122,6.174,0.823,0.312,0.47,4.28,0.715,1.093,4.171,1.558,3.478916667,-0.040084757,-0.040113936,0.014686372,0.014686372,0.064083261,0.064003374,-0.020497502,0.019985214,0.040099347,0.014686372,0.064043317,0.020241358,0.042704182,0.067165907,16.45022671,24.60051812,-163.19699,-162.885364,-162.788413,-0.3116,-311.626,-77.9065,1
Comp_70,NaYFeOsO6,Na,Y,Fe,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.545,1.0995,0.6625,0.860779956,4.41713564,5.4882,5.323028,7.674098,89.976128,89.996536,89.99572,224.189874,P21,4,P4/nmm,129,14.94,4.233,1.949,0.191583333,0.053,0.047,0,2.122,6.175,0.817,0.378,0.557,5.838,0.62,0.9245,5.858,1.5535,3.461916667,-0.03854176,-0.038653633,0.005700003,0.005700003,0.063813844,0.063783008,-0.014791466,0.014320603,0.038597697,0.005700003,0.063798426,0.014556034,0.039016307,0.065437889,14.00142726,25.82345821,-143.08045,-143.110622,-142.942335,0.0302,30.172,7.543,0
Comp_71,NaYFeReO6,Na,Y,Fe,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.55,1.0995,0.665,0.85971199,4.89785344,5.540253,5.290708,7.596417,90.17775,89.997887,89.994514,222.664053,P21,4,P4/nmm,129,5.903,3.747,0.859,0.008118667,0.052,0.0465,0,2.121,6.174,0.817,0.312,0.4255,6.0795,0.624,0.951,4.584,1.557666667,3.465833333,-0.036876256,-0.037470125,0.005178049,0.005178049,0.065244633,0.065129309,-0.018015453,0.017718848,0.03717319,0.005178049,0.065186971,0.01786715,0.037532096,0.067591244,14.4395016,26.93660171,-149.377594,-149.379287,-149.208981,0.0017,1.693,0.42325,0
Comp_72,NaYMnReO6,Na,Y,Mn,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.83,0.55,1.0995,0.69,0.849176304,4.5779,5.555984,5.346961,7.774711,89.754997,90.01635,89.986839,230.96612,P21,4,P4/nmm,129,7.676,4.46,0.659,0.02289575,0.052,0.045,0,2.121,6.172,0.813,0.216,6.2165,4.951,0.6285,0.9575,4.5475,1.558833333,3.461166667,-0.03895475,-0.038973116,0.005273225,0.005273225,0.069153449,0.069030457,-0.017805236,0.017265856,0.038963933,0.005273225,0.069091953,0.017535546,0.039319142,0.07128249,15.03158949,28.85452105,-153.764318,-153.377732,-153.37734,-0.3866,-386.586,-96.6465,1
Comp_73,NaYNiOsO6,Na,Y,Ni,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.545,1.0995,0.6175,0.880467426,4.04376751,5.491235,5.284251,7.592211,90.219383,90.002281,89.987083,220.302059,P21,4,P4/nmm,129,0.168,1.689,1.301,0.048,0.054,0.049,0,2.124,6.182,0.833,0.35,0.465,8.248,0.674,1.051,5.86,1.557,3.44975,-0.046440245,-0.046191181,0.008605597,0.008605597,0.068005014,0.068071717,-0.018646021,0.018106065,0.046315713,0.008605597,0.068038366,0.018376043,0.047108402,0.070476224,15.00234805,26.50012177,-135.842404,-135.593119,-135.455958,-0.2493,-249.285,-62.32125,1
Comp_74,NaYNiReO6,Na,Y,Ni,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.55,1.2645,0.62,0.938583706,4.569,5.50458,5.304558,7.580082,90.126968,90.067429,88.652039,221.271625,P21,4,P4/nmm,129,1.964,0.002,0.003,0.014000167,0.053,0.049,0,2.122,6.175,0.837,0.3475,0.463,8.241,0.629,0.9865,4.543,1.558,3.464,0.056208602,-0.055470068,-0.018170753,-0.018170753,-0.062325086,0.063038427,-0.008424857,0.007845133,0.055839335,0.018170753,0.062681757,0.008134995,0.058721441,0.063207442,16.22362383,23.78043799,-142.22624,-142.226046,-142.073853,-0.0002,-0.194,-0.0485,0
