Index,Compound name,A site,A'site,B site,B'site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Energy,Fermi_energy,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_group_LS,Space_group_No_LS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,Q_R-,Q_R+,Q_T,Q_AFE_(A),Q_AFE_(O),CD_(2D),CD_(3D),target_label
Comp_68,LaGdMnNiO6_R,La,Gd,Mn,Ni,3,3,8,8,4,2,6,6,1.16,1.053,0.53,0.69,0.7915,0.61,0.772702999,-149.43351,5.94807288,5.346868,5.473829,7.595763,90.001343,90.011047,90.002098,222.31156,Pc,7,F-4 3m,216,9.722,2.743,1.725,0.0585,2.03,5.694,0.633,0.23,6.532,1.2225,0.364,0.591,4.886,0.372,0.505,8.244,1.557833333,3.4635,-0.007883223,-0.007906045,-0.041362584,-0.041362584,0.014279539,0.014291896,-0.059241874,0.059251948,0.007894634,0.041362584,0.014285717,0.059246911,0.042109246,0.060944878,11.83111403,16.57642584,0,0.9504,1.36,5.2584,0,0,0.11575,2
Comp_69,LaMgMnNiO6_L,La,Mg,Mn,Ni,3,2,8,8,4,3,6,6,1.16,0.89,0.53,0.69,0.71,0.61,0.743295904,-136.580324,5.21756781,5.228413,5.333746,7.491611,90,90.095482,90,208.91847,P21,4,P4/nmm,129,7.862,2.518,1.5955,-0.033333333,2.035,5.6905,0.6965,0.119,0.12,0,0.38,0.6125,4.8865,0.387,0.533,8.2295,1.562583333,3.434166667,-0.011753455,0.011753434,-0.042669876,-0.042669876,0.009462016,-0.009462036,0.058809239,0.058809218,0.011753444,0.042669876,0.009462026,0.058809228,0.044259031,0.059565555,23.16839995,22.69654869,0,1.11239,1.61925,0.84795,0.52548,0.00548,0,1
Comp_70,LaSrMnNiO6_C,La,Sr,Mn,Ni,3,2,8,8,4,3,6,6,1.16,1.26,0.53,0.69,0.895,0.61,0.810048206,-139.731616,4.75098925,5.456969,5.389027,7.603726,89.921867,90.083321,90.385101,223.603033,P-1,2,P42/mmc,131,7.883,2.58,1.5655,-0.038333333,2.023,5.683,0.59,2.002,5.77,0.233,0.3795,0.617,4.8995,0.3955,0.571,8.2565,1.562666667,3.432583333,0.002745189,-0.002745189,-0.009527364,-0.009527364,0.004496154,-0.004496195,-0.008369449,0.008369409,0.002745189,0.009527364,0.004496174,0.008369429,0.009914975,0.00950068,7.340443478,5.492937147,0.00736,0.26742,0,0.77348,0,0.12627,0,0
Comp_71,LaSrMnNiO6_L,La,Sr,Mn,Ni,3,2,8,8,4,3,6,6,1.16,1.26,0.53,0.69,0.895,0.61,0.810048206,-139.83917,4.82344999,5.444428,5.380045,7.630128,90,90.192154,90,223.494872,P21,4,P4/nmm,129,7.856,2.536,1.568,-0.033666667,2.022,5.687,0.584,2.001,5.766,0.228,0.383,0.622,4.907,0.396,0.57,8.258,1.5625,3.433166667,0.002980547,-0.002980567,-0.003400886,-0.003400886,0.005259141,-0.005259161,0.002861849,0.002861829,0.002980557,0.003400886,0.005259151,0.002861839,0.004522139,0.005987386,7.21050979,2.35038285,0,0.1068,0.72512,0.05023,0.30896,0.00387,0,1
Comp_72,LaZrMnNiO6_C,La,Zr,Mn,Ni,3,2,8,8,4,3,6,6,1.16,0.84,0.53,0.69,0.685,0.61,0.734275323,-158.910146,7.31320489,5.185025,5.638926,7.439415,90.356239,90.727158,88.961311,217.456245,P-1,2,P42/mmc,131,7.815,1.891,1.6935,0.048166667,2.036,5.698,0.668,0.469,0.715,2.256,0.318,0.4835,5.0035,0.37,0.4905,8.259,1.558666667,3.466166667,-0.015811725,0.015811725,-0.079404652,-0.079404652,0.037995211,-0.037995251,-0.080543384,0.080543343,0.015811725,0.079404652,0.037995231,0.080543363,0.08096363,0.089055438,22.55240448,26.82487824,0.09694,1.27699,0,2.20868,0,0.23885,0,0
Comp_73,LuSnMnNiO6_C,Lu,Sn,Mn,Ni,3,2,8,8,4,3,6,6,0.977,0.81,0.53,0.69,0.67,0.61,0.728862974,-139.656275,6.01023604,5.164491,5.449392,7.509528,88.492851,88.31897,92.734245,210.930473,P-1,2,P42/mmc,131,9.714,2.755,1.753,0.0525,0.373,6.787,1.161,1.156,1.63,0.657,0.319,0.4775,4.949,0.368,0.483,8.2315,1.557833333,3.4675,-0.024205375,0.024205375,-0.077605446,-0.077605446,0.014266601,-0.014266642,-0.068990903,0.068990863,0.024205375,0.077605446,0.014266621,0.068990883,0.081292715,0.070450539,24.00482505,27.5509714,0.2311,1.48171,0,2.47104,0,0.278475,0,0
Comp_74,LuSnMnNiO6_L,Lu,Sn,Mn,Ni,3,2,8,8,4,3,6,6,0.977,0.81,0.53,0.69,0.67,0.61,0.728862974,-139.074808,6.01539941,5.144462,5.432067,7.434608,90,89.319283,90,207.745907,P21,4,P4/nmm,129,8.407,2.4255,1.736,0.027583333,0.3785,6.808,1.1985,1.3375,1.278,0.4325,0.354,0.566,4.939,0.366,0.485,8.233,1.562416667,3.45125,-0.024805646,0.024805626,-0.073511631,-0.073511631,0.017163426,-0.017163446,0.062839707,0.062839687,0.024805636,0.073511631,0.017163436,0.062839697,0.077584016,0.065141469,19.8699549,24.49238274,0,1.30285,1.97304,1.065855,0.26701,0.07555,0,1
Comp_75,LuSrMnNiO6_C,Lu,Sr,Mn,Ni,3,2,8,8,4,3,6,6,0.977,1.26,0.53,0.69,0.895,0.61,0.810048206,-134.2124,2.9993063,5.40606,5.40606,7.639304,90,90,90,223.262385,P-1,2,P42/mmc,131,9.232,2.637,1.656,0.06425,2.159,6.221,0.5815,1.999,5.769,0.231,0.38,0.6195,4.9965,0.401,0.586,8.258,1.563,3.419333333,-0.007613236,0.007613236,-0.000303064,-0.000303064,-0.006868132,0.006868092,-0.000243228,0.000243187,0.007613236,0.000303064,0.006868112,0.000243208,0.007619265,0.006872417,2.456354345,8.680808318,0.0002,0.43165,0,0.313,0,0.08199,0,0
Comp_76,LuZrMnNiO6_L,Lu,Zr,Mn,Ni,3,2,8,8,4,3,6,6,0.977,0.84,0.53,0.69,0.685,0.61,0.734275323,-159.575593,6.08443984,4.998603,5.580987,7.19677,90,90.229698,90,200.767678,P21,4,P4/nmm,129,7.827,1.9045,1.6905,0.049833333,0.3785,6.8075,1.206,0.4665,0.7395,2.2485,0.332,0.516,5.0375,0.3875,0.5375,8.308,1.553333333,3.489833333,-0.027777709,0.027777689,-0.083925173,-0.083925173,0.033832868,-0.033832888,0.093659959,0.093659939,0.027777699,0.083925173,0.033832878,0.093659949,0.088402688,0.099583381,23.33764952,28.50225817,0,1.59819,2.0728,1.218265,0.28545,0.11766,0,1
Comp_77,MgHfMnNiO6_R,Mg,Hf,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.83,0.53,0.69,0.86,0.61,0.797419392,-135.9633814,5.11852169,4.964167,5.300032,7.303878,89.998535,89.392967,90.000732,192.155996,Pc,7,F-4 3m,216,9.734,2.728,1.736,0.0605,0.126,0.135,0,0.5,0.7895,2.208,0.372,0.61,4.889,0.38,0.522,8.262,1.552833333,3.492333333,-0.015150145,-0.014873055,-0.067035715,-0.067035715,0.030858557,0.030966819,-0.083176771,0.08306745,0.0150116,0.067035715,0.030912688,0.08312211,0.068695962,0.088684156,22.07609516,23.82545287,0,1.4567,2.2205,5.33935,0,0,0.1267,2
Comp_78,MgPbMnNiO6_R,Mg,Pb,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.94,0.53,0.69,0.915,0.61,0.817264671,-112.9557474,4.74044645,5.08913,5.319976,7.488135,90.000168,89.881363,89.999962,202.73374,Pc,7,F-4 3m,216,9.704,2.744,1.735,0.0555,0.125,0.131,0,1.436,1.5825,0.526,0.369,0.596,4.861,0.37,0.493,8.231,1.564666667,3.428333333,-0.024805898,-0.024814069,-0.060630236,-0.060630236,0.021443033,0.021441301,-0.06950511,0.06950632,0.024809984,0.060630236,0.021442167,0.069505715,0.065510005,0.072737961,21.18015983,22.77807471,0,1.2236,2.062,5.35225,0,0,0.1431,2
Comp_79,MgTbMnNiO6_C,Mg,Tb,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.88,0.53,0.69,0.705,0.61,0.741491788,-129.7533387,3.67709449,5.149844,5.262841,7.408306,90.224754,90.284897,86.925568,200.493116,P-1,2,P42/mmc,131,7.856,2.6085,1.4245,-0.0215,0.138,0.143,0,0.284,6.719,1.374,0.374,0.6085,4.8765,0.409,0.5865,8.2415,1.557833333,3.457583333,0.008640112,-0.008640112,-0.040139214,-0.040139214,0.015909584,-0.015909625,-0.062085409,0.062085369,0.008640112,0.040139214,0.015909605,0.062085389,0.041058592,0.064091427,16.72479952,30.36077076,0.02897,1.47123,0,1.78631,0,0.114295,0,0
Comp_80,MgTbMnNiO6_L,Mg,Tb,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.88,0.53,0.69,0.705,0.61,0.741491788,-129.5813007,3.70009021,5.120898,5.329683,7.313987,90,90.008263,90,199.618921,P21,4,P4/nmm,129,7.875,2.5375,1.5535,-0.029666667,0.126,0.131,0,0.2915,6.728,1.4185,0.382,0.6195,4.8845,0.3955,0.5535,8.239,1.559166667,3.45225,-0.001751978,0.001751958,-0.059492227,-0.059492227,0.021145508,-0.021145529,0.065877878,0.065877857,0.001751968,0.059492227,0.021145519,0.065877867,0.059518018,0.06918834,14.21943108,23.52469135,0,1.33024,1.75722,0.88947,0.3256,0.04441,0,1
Comp_81,MgZrMnNiO6_C,Mg,Zr,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.84,0.53,0.69,0.685,0.61,0.734275323,-134.22937,4.99821332,5.016906,5.3313,7.285155,90.08416,89.381226,88.511772,194.775964,P-1,2,P42/mmc,131,9.743,2.734,1.734,0.059416667,0.131,0.139,0,0.488,0.768,2.315,0.3715,0.608,4.888,0.3785,0.5175,8.26,1.555833333,3.481166667,-0.008452403,0.008452403,-0.059615209,-0.059615209,0.026023711,-0.026023752,-0.083511457,0.083511417,0.008452403,0.059615209,0.026023732,0.083511437,0.06021143,0.087472251,21.95780656,29.41474267,0.08796,1.48982,0,2.3472,0,0.18981,0,0
Comp_82,MgZrMnNiO6_L,Mg,Zr,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.84,0.53,0.69,0.685,0.61,0.734275323,-133.83208,4.91974977,5.098169,5.310422,7.26122,90,89.195023,90,196.566736,P21,4,P4/nmm,129,9.722,2.7275,1.747,0.057583333,0.139,0.145,0,0.493,0.787,2.328,0.368,0.586,4.8845,0.374,0.498,8.237,1.555833333,3.480833333,0.022340425,-0.022340445,-0.039812528,-0.039812528,0.027971119,-0.027971139,0.080225144,0.080225123,0.022340435,0.039812528,0.027971129,0.080225134,0.045652299,0.084961498,21.46228491,25.79302808,0,1.65384,1.9321,0.76918,0.4571,0.07531,0,1
Comp_83,MgZrMnNiO6_R,Mg,Zr,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.84,0.53,0.69,0.685,0.61,0.734275323,-133.82239,4.95166046,4.98659,5.329308,7.305415,89.99968,89.486313,89.997108,194.134131,Pc,7,F-4 3m,216,9.736,2.726,1.734,0.06,0.126,0.134,0,0.495,0.769,2.345,0.371,0.608,4.889,0.379,0.5205,8.26,1.5555,3.480166667,-0.015900646,-0.015999705,-0.066860571,-0.066860571,0.028152895,0.028143865,-0.083380851,0.083377707,0.015950175,0.066860571,0.02814838,0.083379279,0.068736774,0.088002474,21.65308271,24.70953917,0,1.454,2.1495,5.33825,0,0,0.13065,2
Comp_84,NaLuCoWO6_C,Na,Lu,Co,W,1,3,8,8,2,6,6,6,1.18,0.977,0.745,0.6,1.0785,0.6725,0.849180804,-151.452087,3.7502,5.530814,5.263521,7.53843,90.752205,90.181099,89.339958,219.420965,P-1,2,P42/mmc,131,5.952,2.731,0.0365,0.007052417,0.056,0.053,0,0.355,6.7595,1.16,0.316,0.4175,7.135,0.721,1.1465,4.12,1.557666667,3.486083333,0.059482795,-0.058626373,-0.018575623,-0.018575623,-0.070774364,0.071389093,-0.021701102,0.021390219,0.059054584,0.018575623,0.071081728,0.02154566,0.06190717,0.07427535,18.2724807,23.58529292,0.0557,1.1322,0,2.0254,0,0.1739,0,0
Comp_85,NaLuCoWO6_L,Na,Lu,Co,W,1,3,8,8,2,6,6,6,1.18,0.977,0.745,0.6,1.0785,0.6725,0.849180804,-152.113228,3.6926,5.478875,5.242167,7.702079,89.835205,90.080963,90.13385,221.211044,P21,4,P4/nmm,129,5.947,2.7285,0.0445,0.012445833,0.055,0.05,0,0.3575,6.7735,1.152,0.3125,0.4095,7.1305,0.728,1.1225,4.1835,1.557583333,3.486416667,-0.039729074,-0.035998378,-0.000469173,-0.000469173,0.074486035,0.074097339,-0.018275,0.018527749,0.037863726,0.000469173,0.074291687,0.018401374,0.037866633,0.076536693,13.26261009,29.52230313,0,1.38636,1.62462,0.653245,0.5653,0.0956,0,1
Comp_86,NaLuCoWO6_R,Na,Lu,Co,W,1,3,8,8,2,6,6,6,1.18,0.977,0.745,0.6,1.0785,0.6725,0.849180804,-151.51921,3.7325,5.550747,5.247142,7.552482,90.844673,90.094154,89.972313,219.946026,Pc,7,F-4 3m,216,5.947,2.7305,0.0375,0.010498583,0.054,0.051,0,0.3645,6.7785,1.175,0.3125,0.4105,7.129,0.721,1.1395,4.1265,1.557416667,3.48625,0.048096986,-0.044042645,-0.013588953,-0.013588953,0.080078021,-1.044042645,0.025288696,0.024091311,0.046069815,0.013588953,0.562060333,0.024690004,0.048032151,0.562602359,18.27842207,21.54766968,0,1.2129,1.8498,0.57815,0,0,0.15385,2
Comp_87,NaLuCrWO6_C,Na,Lu,Cr,W,1,3,8,8,2,6,6,6,1.18,0.977,0.8,0.6,1.0785,0.7,0.837789354,-159.741868,5.6414,5.524168,5.252971,7.545146,90.173538,90.0942,89.564499,218.939619,P-1,2,P42/mmc,131,7.382,3.196,0.4415,0.010412917,0.057,0.054,0,0.361,6.772,1.183,0.3685,0.607,4.2465,0.674,1.0295,4.137,1.5555,3.489666667,0.054824607,-0.054127985,-0.017274438,-0.017274438,-0.067748955,0.06864472,-0.020569064,0.020054966,0.054476296,0.017274438,0.068196838,0.020312015,0.057149568,0.071157478,17.8676499,23.02111711,0.0557,1.1322,0,2.0254,0,0.1739,0,0
Comp_88,NaLuCrWO6_L,Na,Lu,Cr,W,1,3,8,8,2,6,6,6,1.18,0.977,0.8,0.6,1.0785,0.7,0.837789354,-160.121415,5.0693,5.446246,5.1871,8.089021,90.58947,90.0056,90.007759,228.504543,P21,4,P4/nmm,129,7.69,3.606,0.17,0.0159445,0.0555,0.051,0,0.364,6.779,1.166,0.3125,0.464,4.29,0.719,1.0995,4.1755,1.557666667,3.486,-0.041052183,-0.041186061,0.015660044,0.015660044,0.070955627,0.071073557,-0.025931833,0.025464714,0.041119122,0.015660044,0.071014592,0.025698273,0.044000218,0.075521345,16.22062359,27.56510833,0,1.2531,1.88888,0.74377,0.63074,0.12084,0,1
Comp_89,NaLuCrWO6_R,Na,Lu,Cr,W,1,3,8,8,2,6,6,6,1.18,0.977,0.8,0.6,1.0785,0.7,0.837789354,-159.644306,5.6247,5.544993,5.238335,7.549792,90.319733,90.007881,89.990875,219.291858,Pc,7,F-4 3m,216,7.588,3.267,0.472,0.010027583,0.057,0.054,0,0.366,6.78,1.187,0.359,0.583,4.244,0.679,1.038,4.137,1.555666667,3.489416667,0.047428586,-0.04671319,-0.011578396,-0.011578396,0.075987646,-1.04671319,0.024199029,0.02436801,0.047070888,0.011578396,0.561350418,0.02428352,0.048473991,0.561875414,18.3153547,20.88193376,0,1.192,1.8444,0.55155,0,0,0.0973,2
Comp_90,NaLuVWO6_C,Na,Lu,V,W,1,3,8,8,2,6,6,6,1.18,0.977,0.64,0.6,1.0785,0.62,0.871811257,-161.041454,5.4416,5.54117,5.274904,7.57335,90.570946,90.354553,89.473335,221.338025,P-1,2,P42/mmc,131,5.541,2.345,0.3515,0.004739917,0.055,0.051,0,0.354,6.75,1.157,0.3955,0.691,3.497,0.6945,1.081,4.1375,1.553833333,3.493666667,0.055341954,-0.054429308,-0.017136744,-0.017136744,-0.068138185,0.068997215,-0.021329387,0.021039146,0.054885631,0.017136744,0.0685677,0.021184266,0.0574987,0.071765609,17.89222015,22.98494905,0.071,1.1275,0,2.0082,0,0.19905,0,0
Comp_91,NaLuVWO6_L,Na,Lu,V,W,1,3,8,8,2,6,6,6,1.18,0.977,0.64,0.6,1.0785,0.62,0.871811257,-161.601814,5.5071342,5.512171,5.24837,7.72148,89.848915,89.99369,90.002243,223.380975,P21,4,P4/nmm,129,5.658,2.442,0.3215,0.008083333,0.053,0.048,0,0.355,6.762,1.147,0.38,0.6545,3.498,0.708,1.0795,4.19,1.5535,3.494,-0.039611245,-0.039806635,0.006117872,0.006117872,0.073650989,0.073625869,-0.016317855,0.015853808,0.03970894,0.006117872,0.073638429,0.016085831,0.04017746,0.075374878,13.21704189,27.76800746,0,1.34331,1.63072,0.660395,0.54532,0.07723,0,1
Comp_92,NaYCoOsO6_C,Na,Y,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,-138.813947,3.99321131,5.553216,5.309014,7.570878,90.241997,90.208626,88.909943,223.161593,P-1,2,P42/mmc,131,2.113,2.685,1.3185,0.047416667,0.054,0.049,0,2.122,6.175,0.834,0.318,0.422,7.1375,0.6695,1.06,5.836,1.557,3.450583333,0.058908191,-0.057821807,-0.021468845,-0.021468845,-0.066191555,0.066995942,-0.014505913,0.014039196,0.058364999,0.021468845,0.066593749,0.014272554,0.062188298,0.068106044,16.84425334,24.50515105,0.0487,1.1364,0,7.5484,0,0.16865,0,0
Comp_93,NaYCoOsO6_L,Na,Y,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,-139.072648,4.04941124,5.534597,5.292258,7.636555,90.345459,90.004761,89.995926,223.674557,P21,4,P4/nmm,129,2.127,2.67,1.3035,0.049666667,0.053,0.048,0,2.123,6.18,0.828,0.3195,0.423,7.14,0.672,1.047,5.859,1.557333333,3.450166667,-0.047013276,-0.047011438,0.010808964,0.010808964,0.06996731,0.070000858,-0.019716112,0.019141255,0.047012357,0.010808964,0.069984084,0.019428683,0.048238941,0.072630887,14.97752934,27.20441437,0,1.2705,1.5292,0.4113,0.4424,0.0839,0,1
Comp_94,NaYCoOsO6_R,Na,Y,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,-138.680006,4.0009087,5.577559,5.269673,7.566616,90.681129,90.006531,90.011368,222.381575,Pc,7,F-4 3m,216,2.117,2.679,1.3355,0.043083333,0.055,0.05,0,2.123,6.175,0.833,0.32,0.425,7.14,0.67,1.059,5.839,1.556833333,3.45025,0.051696323,-0.050848849,-0.014613111,-0.014613111,0.078726269,-1.050848849,0.021622948,0.021538561,0.051272586,0.014613111,0.564787559,0.021580755,0.053314361,0.565199713,16.81570695,22.5004675,0,1.1382,1.5937,0.4861,0,0,0.12725,2
Comp_95,NaYCoReO6_C,Na,Y,Co,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.55,1.0995,0.6475,0.867243885,-145.473722,4.5478,5.547225,5.339725,7.599163,90.008736,90.126015,89.209625,225.07018,P-1,2,P42/mmc,131,4.094,2.669,0.6705,0.018583333,0.035,0.03,0,2.112,6.129,0.772,0.323,0.4415,7.1495,0.622,0.97,4.554,1.558333333,3.453,0.035561379,-0.034922896,-0.008238187,-0.008238187,-0.050817677,0.051747237,0.000204832,-0.000613989,0.035242137,0.008238187,0.051282457,0.000409411,0.036192209,0.051284091,11.7477697,19.62760142,0.0479,1.0708,0,7.5762,0,0.1754,0,0
Comp_96,NaYCoReO6_L,K,Y,Co,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.55,1.0995,0.6475,0.867243885,-145.77039,4.67916681,5.518027,5.312512,7.698971,89.959007,89.878677,89.855766,225.690857,P21,4,P4/nmm,129,3.947,2.691,0.7555,0.016333333,0.0515,0.0465,0,2.1215,6.1765,0.8215,0.3135,0.4125,7.1465,0.6325,0.967,4.571,1.55725,3.463583333,-0.039949444,-0.041077325,0.006928095,0.006928095,0.067551564,0.067265534,-0.018566871,0.015866222,0.040513384,0.006928095,0.067408549,0.017216547,0.041101494,0.069572422,14.00942003,26.81365663,0,1.2335,1.5596,0.4166,0.4562,0.0622,0,1
Comp_97,NaYCoReO6_R,Na,Y,Co,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.55,1.0995,0.6475,0.867243885,-145.256076,4.63551229,5.584927,5.291748,7.59104,90.355331,90.03598,89.962753,224.341346,Pc,7,F-4 3m,216,3.974,2.6895,0.7725,0.013166667,0.0525,0.0485,0,2.1215,6.172,0.8305,0.3125,0.413,7.151,0.63,0.983,4.526,1.558083333,3.462416667,0.049359177,-0.045865103,-0.013601375,-0.013601375,0.074505416,-1.045865103,0.019726166,0.019654692,0.04761214,0.013601375,0.560185259,0.019690429,0.049516798,0.56053121,16.7316515,21.70151678,0,1.1694,1.6678,0.5127,0,0,0.15055,2
Comp_98,NaYCoWO6_C,Na,Y,Co,W,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.6,1.0995,0.6725,0.856523936,-154.666114,3.92791678,5.549794,5.335874,7.629241,90.41198,90.05809,89.108421,225.891427,P-1,2,P42/mmc,131,5.958,2.736,0.0325,0.0285,0.052,0.048,0,2.117,6.167,0.816,0.314,0.4135,7.13,0.72,1.144,4.1195,1.556916667,3.478583333,0.051630961,-0.050816046,-0.016996742,-0.016996742,-0.065554208,0.066268717,-0.014976356,0.014865009,0.051223503,0.016996742,0.065911462,0.014920683,0.053969774,0.067579195,16.57118102,22.69841163,0.0567,1.098,0,7.5692,0,0.2058,0,0
Comp_99,NaYCoWO6_L,Na,Y,Co,W,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.6,1.0995,0.6725,0.856523936,-155.244718,3.76935074,5.513083,5.318647,7.74134,89.973427,89.993622,90.00412,226.992627,P21,4,P4/nmm,129,5.954,2.734,0.043,0.026666667,0.051,0.046,0,2.12,6.176,0.818,0.311,0.407,7.126,0.727,1.119,4.18,1.558,3.479,-0.038930159,-0.03899444,0.003213103,0.003213103,0.067764552,0.067636007,-0.016577002,0.016126023,0.0389623,0.003213103,0.067700279,0.016351513,0.039094563,0.069646965,13.8034137,26.05576435,0,1.2335,1.5596,0.4166,0.4562,0.0622,0,1
Comp_100,NaYCrWO6_L,Na,Y,Cr,W,1,3,8,8,2,6,6,6,1.18,1.019,0.8,0.6,1.0995,0.7,0.845033981,-163.19699,5.30226558,5.477715,5.271069,8.065459,90.377045,89.995949,89.990364,232.872278,P21,4,P4/nmm,129,7.689,3.583,0.197,0.009,0.052,0.048,0,2.122,6.174,0.823,0.312,0.47,4.28,0.715,1.093,4.171,1.558,3.478916667,-0.040084757,-0.040113936,0.014686372,0.014686372,0.064083261,0.064003374,-0.020497502,0.019985214,0.040099347,0.014686372,0.064043317,0.020241358,0.042704182,0.067165907,16.45022671,24.60051812,0,1.15893,1.71131,0.66916,0.53848,0.07068,0,1
Comp_101,NaYFeOsO6_C,Na,Y,Fe,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.545,1.0995,0.6625,0.860779956,-143.110622,4.37774849,5.503802,5.338103,7.605667,89.948517,90.069794,89.467857,223.443579,P-1,2,P42/mmc,131,14.929,4.231,1.945,0.1915,0.054,0.048,0,2.122,6.17,0.823,0.3785,0.563,5.846,0.62,0.93,5.852,1.5535,3.462083333,0.047260121,-0.0466241,-0.015116716,-0.015116716,-0.061597816,0.062362164,-0.012778065,0.012250471,0.046942111,0.015116716,0.06197999,0.012514268,0.049316091,0.063230737,15.65659498,22.40673345,0.1688,1.4779,0,7.4164,0,0.06055,0,0
Comp_102,NaYFeOsO6_L,Na,Y,Fe,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.545,1.0995,0.6625,0.860779956,-143.08045,4.41713564,5.4882,5.323028,7.674098,89.976128,89.996536,89.99572,224.189874,P21,4,P4/nmm,129,14.94,4.233,1.949,0.191583333,0.053,0.047,0,2.122,6.175,0.817,0.378,0.557,5.838,0.62,0.9245,5.858,1.5535,3.461916667,-0.03854176,-0.038653633,0.005700003,0.005700003,0.063813844,0.063783008,-0.014791466,0.014320603,0.038597697,0.005700003,0.063798426,0.014556034,0.039016307,0.065437889,14.00142726,25.82345821,0,2.3413,5.7337,2.45875,0.4206,2.0955,0,1
Comp_103,NaYFeOsO6_L,Na,Y,Fe,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.545,1.0995,0.6625,0.860779956,-143.08045,4.41713564,5.4882,5.323028,7.674098,89.976128,89.996536,89.99572,224.189874,P21,4,P4/nmm,129,14.94,4.233,1.949,0.191583333,0.053,0.047,0,2.122,6.175,0.817,0.378,0.557,5.838,0.62,0.9245,5.858,1.5535,3.461916667,-0.03854176,-0.038653633,0.005700003,0.005700003,0.063813844,0.063783008,-0.014791466,0.014320603,0.038597697,0.005700003,0.063798426,0.014556034,0.039016307,0.065437889,14.00142726,25.82345821,0,1.20016,1.45108,0.614735,0.38843,0.04154,0,1
Comp_104,NaYFeOsO6_R,Na,Y,Fe,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.545,1.0995,0.6625,0.860779956,-142.942335,4.39381867,5.519215,5.30256,7.602312,90.056648,89.990715,89.979263,222.488866,Pc,7,F-4 3m,216,14.98,4.233,1.953,0.1935,0.054,0.05,0,2.123,6.169,0.823,0.38,0.5645,5.8445,0.62,0.931,5.853,1.553,3.462166667,0.047694203,-0.047217795,-0.011341809,-0.011341809,0.069265883,-1.047217795,0.01801804,0.018086195,0.047455999,0.011341809,0.558241839,0.018052118,0.048792504,0.558533642,15.84616566,20.44158341,0,1.2021,1.7098,0.53505,0,0,0.159,2
Comp_105,NaYFeReO6_C,Na,Y,Fe,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.55,1.0995,0.665,0.85971199,-149.379287,4.86636985,5.522163,5.329179,7.592264,89.876923,89.936119,88.82766,223.382264,P-1,2,P42/mmc,131,5.887,4.1105,1.407,0.04025,0.053,0.048,0,2.121,6.171,0.829,0.3665,0.541,5.903,0.587,0.8805,4.607,1.555833333,3.470666667,0.049952028,-0.048831406,-0.017412064,-0.017412064,-0.061029712,0.061884425,-0.011043434,0.010543703,0.049391717,0.017412064,0.061457068,0.010793568,0.052371001,0.062397695,15.87537671,22.686251,0.0597,1.2822,0,7.3873,0,0.21215,0,0
